x,y
化粧鏡t5.0 W450×H1000,サンミラー ５㍉･･･壁面／洗面
化粧鏡t5.0 W2368×H1000,サンミラー ５㍉･･･壁面／洗面
化粧鏡t5.0 W3000×H1000,ｻﾝﾐﾗｰ ５㍉ 壁面／洗面 分割前提
強化ｶﾞﾗｽ厚さ 8㎜ 平面 6.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ８㍉
複層ｶﾞﾗｽFL6+A12+FL6 特寸 2.0㎡以下,ﾍﾟｱｶﾞﾗｽ FL6+A12+FL6
複層ｶﾞﾗｽFL6+A12+FL6 特寸 4.0㎡以下,ﾍﾟｱｶﾞﾗｽ FL6+A12+FL6
複層ｶﾞﾗｽFL6+A12+FL6 特寸 6.0㎡以下,ﾍﾟｱｶﾞﾗｽ FL6+A12+FL6
複層ｶﾞﾗｽFL8+A12+FL8 特寸 4.0㎡以下,ﾍﾟｱｶﾞﾗｽ FL8+A12+FL8
複層ｶﾞﾗｽFL8+A12+FL8 特寸 6.0㎡以下,ﾍﾟｱｶﾞﾗｽ FL8+A12+FL8
複層ｶﾞﾗｽFL8+A12+FL8 特寸 8.0㎡以下,ﾍﾟｱｶﾞﾗｽ FL8+A12+FL8（8㎡以下）
複層ｶﾞﾗｽFL10+A12+FL10 特寸 6.0㎡以下,ﾍﾟｱｶﾞﾗｽ FL10+A12+FL10
複層ｶﾞﾗｽFL10+A12+FL10 特寸 8.0㎡以下,ﾍﾟｱｶﾞﾗｽ FL10+A12+FL10（8㎡以下）
複層ｶﾞﾗｽFL10+A12+FL12 特寸10.0㎡以下,ﾍﾟｱｶﾞﾗｽ FL10+A12+FL12（10㎡以下）
複層ｶﾞﾗｽTG8+A8+TG8 特寸 4.0㎡以下,ﾍﾟｱｶﾞﾗｽ 強化8+A8+強化8
複層ｶﾞﾗｽTG8+A12+TG8 特寸 4.0㎡以下,ﾍﾟｱｶﾞﾗｽ 強化8+A12+強化8
複層ｶﾞﾗｽTG8+A12+TG8 特寸 6.0㎡以下,ﾍﾟｱｶﾞﾗｽ 強化8+A12+強化8
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6 特寸 2.18㎡以下,透明フロート ６㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ6 特寸 4.45㎡以下,透明フロート ６㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ8 特寸 2.18㎡以下,透明フロート ８㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ8 特寸 4.45㎡以下,透明フロート ８㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ8 特寸 6.81㎡以下,透明フロート ８㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ8 特寸11.36㎡以下,透明フロート ８㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ10 特寸 4.45㎡以下,透明フロート １０㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ10 特寸 6.81㎡以下,透明フロート １０㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ12 特寸 4.45㎡以下,透明フロート １２㍉
ﾌﾛｰﾄ板ｶﾞﾗｽ厚さ12 特寸 6.81㎡以下,透明フロート １２㍉
強化ｶﾞﾗｽ厚さ 6㎜ 平面 2.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ６㍉
強化ｶﾞﾗｽ厚さ 8㎜ 平面 2.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ８㍉
強化ｶﾞﾗｽ厚さ 8㎜ 平面 4.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ８㍉
強化ｶﾞﾗｽ厚さ 8㎜ 平面 6.0㎡以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ８㍉
すり板ｶﾞﾗｽFS5 特寸 2.18㎡以下,すり板ガラス ５㍉
合わせｶﾞﾗｽFL8(4+4) 平面 2.0㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil) FL4+FL4
合わせｶﾞﾗｽFL16(8+8) 平面 2.0㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil) FL8+FL8
合わせｶﾞﾗｽFL16(8+8) 平面 4.0㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil) FL8+FL8
合わせｶﾞﾗｽFL16(8+8) 平面 6.0㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil) FL8+FL8
合わせｶﾞﾗｽFL12(6+6) 平面 2.0㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil) FL6+FL6
合わせｶﾞﾗｽFL12(6+6) 平面 4.0㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil) FL6+FL6
複層ｶﾞﾗｽFL8+A12+FL8 特寸 6.0㎡以下,ﾍﾟｱｶﾞﾗｽ FL8+A12+FL8
化粧柱強化ｶﾞﾗｽ厚さ 8㎜ 平面 6.0㎡以下W1368×H3000,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ８㍉
ｽﾃﾝﾄﾞｸﾞﾗｽｶﾊﾞｰ強化ｶﾞﾗｽ厚さ 6㎜ 平面 2.0㎡以下W630×H1075,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ６㍉
ｽﾃﾝﾄﾞｸﾞﾗｽｶﾊﾞｰ強化ｶﾞﾗｽ厚さ 6㎜ 平面 2.0㎡以下W630×H1265,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ６㍉
ｽﾃﾝﾄﾞｸﾞﾗｽｶﾊﾞｰ強化ｶﾞﾗｽ厚さ 6㎜ 平面 2.0㎡以下W630×H1305,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ６㍉
ｽﾃﾝﾄﾞｸﾞﾗｽｶﾊﾞｰ強化ｶﾞﾗｽ厚さ 6㎜ 平面 2.0㎡以下W630×H1365,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ６㍉
ｽﾃﾝﾄﾞｸﾞﾗｽｶﾊﾞｰ強化ｶﾞﾗｽ厚さ 6㎜ 平面 2.0㎡以下W630×H1745,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ６㍉
ｽﾃﾝﾄﾞｸﾞﾗｽｶﾊﾞｰ強化ｶﾞﾗｽ厚さ 6㎜ 平面 2.0㎡以下W630×H1805,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ６㍉
強化ガラス厚12.0 2.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １２㍉
合せガラス厚12.0 2.00㎡以下FL6+FL6,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil) FL6+FL6
合せガラス厚12.0 4.00㎡以下FL6+FL6,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil) FL6+FL6
合せガラス厚16.0 4.00㎡以下FL8+FL8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil) FL8+FL8
合せガラス厚16.0 2.00㎡以下T8+T8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil) 強化8+強化8
合せガラスt=30.0 W3020×H2865FL15+FL15,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil) FL15+FL15（特）
Low-E複層ガラス厚26.0 2.00㎡以下Low-E8+A6+,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰ Low-E8+A6+FL6+FL6(防音30)
Low-E複層ガラス厚26.0 4.00㎡以下Low-E8+A6+,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰ Low-E8+A6+FL6+FL6(防音30)
Low-E複層ガラス厚32.0 2.00㎡以下Low-E8+A12+,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E8+A12+FL6+FL6(防音30)
Low-E複層ガラス厚22.0 2.00㎡以下Low-E6+A6+,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰ Low-E6+A6+FL5+FL5(防音30)
Low-E複層ガラス厚28.0 2.00㎡以下Low-E6+A12+,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E6+A12+FL5+FL5(防音30)
Low-E複層ガラス厚28.0 4.00㎡以下Low-E6+A12+,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰLow-E6+A12+FL5+FL5(防音30)
Low-E複層ガラス厚22.0 2.00㎡以下Low-E6+A6+FL10,ｻﾝﾊﾞﾗﾝｽ Low-E6+A6+FL10
Low-E複層ガラス厚22.0 4.00㎡以下Low-E6+A6+FL10,ｻﾝﾊﾞﾗﾝｽ Low-E6+A6+FL10
Low-E複層ガラス厚20.0 2.00㎡以下Low-E6+A6+FL8,ｻﾝﾊﾞﾗﾝｽ Low-E6+A6+FL8
複層ガラス厚24.0 2.00㎡以下FL10+A6+FL8,ﾍﾟｱｶﾞﾗｽ FL10+A6+FL8
複層ガラス厚24.0 4.00㎡以下FL10+A6+FL8,ﾍﾟｱｶﾞﾗｽ FL10+A6+FL8
フロート板ガラス厚6.0 2.18㎡以下,透明フロート ６㍉
フロート板ガラス厚8.0 2.18㎡以下,透明フロート ８㍉
フロート板ガラス厚8.0 4.45㎡以下,透明フロート ８㍉
合せガラス厚8.0 2.00㎡以下T4+T4,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil) 強化4+強化4
防護柵 強化ガラスt=10 W700×H500取付金物:ｽﾃﾝﾚｽ HL 32φ,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １０㍉（ｶﾞﾗｽのみ）
1F EVﾎｰﾙ1防護柵 強化ガラスt=10 W850×H500取付金物:ｽﾃﾝﾚｽ HL 32φ,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １０㍉（ｶﾞﾗｽのみ）
フロート板ガラス厚8.0 2.18㎡以下,透明フロート ８㍉
フロート板ガラス厚8.0 4.45㎡以下,透明フロート ８㍉
耐熱強化ガラス厚6.5 100×2000,ﾏｲﾎﾞｰｶ (透明ﾌﾛｰﾄ) ６.５㍉
合せガラス厚8.0 2.00㎡以下T4+T4 ﾀﾍﾟｽﾄﾘｰ加工,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil) 強化4+型板強化4 ※
防護柵 強化ガラスt=10 W1580×H500,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １０㍉（ｶﾞﾗｽのみ）
フロート板ガラス厚8.0 2.18㎡以下,透明フロート ８㍉
フロート板ガラス厚8.0 4.45㎡以下,透明フロート ８㍉
フロート板ガラス厚8.0 2.18㎡以下,透明フロート ８㍉
防護柵 強化ガラスt=10 W1250×H500,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １０㍉（ｶﾞﾗｽのみ）
フロート板ガラス厚6.0 W100×H950,透明フロート ６㍉
フロート板ガラス厚6.0 W100×H1900,透明フロート ６㍉
耐熱強化ガラス厚6.5 100×2000,ﾏｲﾎﾞｰｶ (透明ﾌﾛｰﾄ) ６.５㍉
防護柵 強化ガラスt=10 W700×H500,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １０㍉（ｶﾞﾗｽのみ）
フロストミラー,ﾌﾛｽﾄｸﾞﾗｽ ﾒﾀﾘｯｸ ５㍉
化粧鏡厚5.0 W450×H1100,サンミラー ５㍉･･･壁面／洗面
姿見鏡厚6.0 ｴｯｼﾞ:ｽﾃﾝﾚｽ 厚1.5 HL,サンミラー ６㍉･･･壁面／洗面
強化合わせガラスTG6+TG6 4.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil) 強化6+強化6
強化合わせガラスTG10+TG12 W660×H2215,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil) 強化10+強化12
強化合わせガラスTG10+TG12 W760×H2215,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil) 強化10+強化12
強化合わせガラスTG10+TG12 4.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil) 強化10+強化12
フロートガラスt=6.0 2.18㎡以下,透明フロート ６㍉
フロートガラスt=6.0 4.45㎡以下,透明フロート ６㍉
フロートガラスt=10 2.18㎡以下,透明フロート １０㍉
フロートガラスt=12 4.45㎡以下,透明フロート １２㍉
倍強度ガラスt=6.0 2.00㎡以下ｾﾗﾐｯｸﾌﾟﾘﾝﾄ,セラプリライト ６㍉＜指定柄＞
倍強度ガラスt=6.0 2.00㎡以下ｾﾗﾐｯｸﾌﾟﾘﾝﾄ,セラプリライト ６㍉＜指定柄＞（異形）
合わせガラスFL10+FL10 2.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil) FL10+FL10
合わせガラスFL10+FL10 4.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil) FL10+FL10
Ｌｏｗ－Ｅ複層ガラスLow-E6+A6+TP8 2.00㎡以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A6+強化8
Ｌｏｗ－Ｅ複層ガラスLow-E6+A6+TP8 4.00㎡以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A6+強化8
Ｌｏｗ－Ｅ複層ガラスLow-E8+A6+TP8 2.00㎡以下,ｻﾝﾊﾞﾗﾝｽ Low-E8+A6+強化8
Ｌｏｗ－Ｅ合わせ複層ガラスLow-E8+A6+(FL5+FL5),ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰ Low-E8+A6+FL5+FL5(30ﾐﾙ)
Ｌｏｗ－Ｅ合わせ複層ガラスLow-E8+A6+(FL6+CP･HS6),ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰ Low-E8+A6+FL6+HS6(SG60)※
Ｌｏｗ－Ｅ複層ガラスLow-E6+A12+FL5 2.00㎡以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL5
Ｌｏｗ－Ｅ複層ガラスLow-E6+A12+FL5 4.00㎡以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL5
Ｌｏｗ－Ｅ複層ガラスLow-E6+A12+TP8 2.00㎡以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+強化8
Ｌｏｗ－Ｅ複層ガラスLow-E6+A12+TP8 2.00㎡以下異形(切断有),ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+強化8（異形）
Ｌｏｗ－Ｅ複層ガラスLow-E6+A12+TP8 4.00㎡以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+強化8
Ｌｏｗ－Ｅ複層ガラスLow-E8+A12+FL8 2.00㎡以下,ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL8
Ｌｏｗ－Ｅ複層ガラスLow-E8+A12+FL8 4.00㎡以下,ｻﾝﾊﾞﾗﾝｽ Low-E8+A12+FL8
Ｌｏｗ－Ｅ合わせ複層ガラスLow-E8+A12+(FL5+FL5)2.00㎡以下,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰ Low-E8+A12+FL5+FL5(30ﾐﾙ)
Ｌｏｗ－Ｅ合わせ複層ガラスLow-E8+A12+(FL5+FL5)4.00㎡以下,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰ Low-E8+A12+FL5+FL5(30ﾐﾙ)
Ｌｏｗ－Ｅ合わせ複層ガラスLow-E8+A12+(FL6+CP･HS6)2.00㎡以下,ｻﾝﾊﾞﾗﾝｽｾｷｭﾘﾃｨｰ Low-E8+A6+FL6+HS6(SG60)※
Ｌｏｗ－Ｅ複層ガラスLow-ETP8+A6+TP8 2.00㎡以下,ｻﾝﾊﾞﾗﾝｽ Low-E強化8+A6+強化8
Ｌｏｗ－Ｅ複層ガラスLow-ETP8+A12+TP8 2.00㎡以下,ｻﾝﾊﾞﾗﾝｽ Low-E強化8+A12+強化8
Ｌｏｗ－Ｅ複層ガラスLow-ETP8+A12+TP8 2.00㎡以下異形(切断有),ｻﾝﾊﾞﾗﾝｽ Low-E強化8+A12+強化8（異形）
Ｌｏｗ－Ｅ複層ガラスLow-ETP8+A12+TP8 4.00㎡以下,ｻﾝﾊﾞﾗﾝｽ Low-E強化8+A12+強化8
網入磨板ガラスt=6.8 W100×H1900,網入磨ガラス ６．８㍉
すり板ガラスt=5.0 W100×H100,すり板ガラス ５㍉
強化ガラスt=6.0 6.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ６㍉
強化ガラスt=8.0 2.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ８㍉
合わせガラスPWG10+FL8 2.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil) PW10+FL8
強化合わせガラスTG6+TG6 2.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil) 強化6+強化6
強化合わせガラスTG6+TG6 4.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil) 強化6+強化6
強化合わせガラスTG8+TG8 4.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil) 強化8+強化8
強化合わせガラスTG10+TG6 500φ,異形ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil) 強化6+強化10
強化合わせガラスTG10+TG12 4.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil) 強化10+強化12
強化合わせガラスTG10+TG12 6.00㎡以上,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil) 強化10+強化12
すり板ガラスt=5.0 W100×H100,すり板ガラス ５㍉
合わせガラスﾌﾛｰﾄ5+ﾌﾛｰﾄ5 2.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil) FL5+FL5
強化ガラスt=6.0 2.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ６㍉
強化ガラスt=6.0 4.00㎡以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ６㍉
合わせガラスﾌﾛｰﾄ5+ﾌﾛｰﾄ5 4.00㎡以下,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil) FL5+FL5
強化ガラスt=12.0 2.00㎡以下防護柵用,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １２㍉
強化ガラスt=12.0 4.00㎡以下防護柵用,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １２㍉
網入磨き板ガラスt=10 2.18㎡以下,網入磨ガラス(ﾋｼ) １０㍉
ガラススクリーンW15000×H2000強化合わせｶﾞﾗｽ t=8+8,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil) 強化8+強化8
3F共用ｴﾘｱ1他化粧鏡防湿鏡 t=6 φ450日本板硝子 ﾊｲﾐﾗｰDXⅡ同等品,異形ｻﾝﾐﾗｰ ﾃﾞﾗｯｸｽ ６㍉･･･壁面／洗面
ﾄｲﾚ他化粧鏡防湿鏡 t=6 φ450日本板硝子 ﾊｲﾐﾗｰDXⅡ同等品,異形ｻﾝﾐﾗｰ ﾃﾞﾗｯｸｽ ６㍉･･･壁面／洗面
ﾀﾞﾝｽｽﾀｼﾞｵ壁姿見鏡t=6 W3550×H3500下地耐水合板t12共,ｻﾝﾐﾗｰ ６㍉ 壁面／洗面 分割前提
ｶﾞﾗｽ手摺 H1100 平部 強化ｶﾞﾗｽ t12,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ)12㍉ H1100(ｶﾞﾗｽのみ)
ｶﾞﾗｽ手摺 H1200 平部 強化ｶﾞﾗｽ t15,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ)15㍉ H1200(ｶﾞﾗｽのみ)
ｶﾞﾗｽ手摺 平部 W500×H1200 強化合わせｶﾞﾗｽ t15+12,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil) 強化12+強化15
ｶﾞﾗｽ手摺 平部 W750×H1200 強化合わせｶﾞﾗｽ t15+12,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(60mil) 強化12+強化15
ﾌﾛｰﾄｶﾞﾗｽ t12 4.45m2以下,透明フロート １２㍉
ﾌﾛｰﾄｶﾞﾗｽ t5 2.18m2以下,透明フロート ５㍉
ﾌﾛｰﾄｶﾞﾗｽ t8 2.18m2以下,透明フロート ８㍉
ﾌﾛｰﾄｶﾞﾗｽ t5 W1150×H900,透明フロート ５㍉
ﾌﾛｰﾄｶﾞﾗｽ t5 W1200×H1050,透明フロート ５㍉
ﾌﾛｰﾄｶﾞﾗｽ t5 W1200×H1050,透明フロート ５㍉
ﾌﾛｰﾄｶﾞﾗｽ t5 W1350×H1100,透明フロート ５㍉
ﾌﾛｰﾄｶﾞﾗｽ t5 W1400×H500,透明フロート ５㍉
ﾌﾛｰﾄｶﾞﾗｽ t5 W1600×H1100,透明フロート ５㍉
ﾌﾛｰﾄｶﾞﾗｽ t5 W900×H900,透明フロート ５㍉
ﾌﾛｰﾄｶﾞﾗｽ t8 W100×H1800,透明フロート ８㍉
ﾌﾛｰﾄｶﾞﾗｽ t8 W100×H1900,透明フロート ８㍉
ﾌﾛｰﾄｶﾞﾗｽ t8 W150×H1800,透明フロート ８㍉
ﾌﾛｰﾄｶﾞﾗｽ t8 W150×H1900,透明フロート ８㍉
ﾌﾛｰﾄ合せｶﾞﾗｽ 厚さ12+12 H900,ﾗﾐｾｰﾌｾｷｭﾘﾃｨｰ(30mil) FL12+FL12 H900
引違受付窓 強化ｶﾞﾗｽ 厚さ 6㎜ W1400×H1000,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ６㍉(ｶﾞﾗｽのみ)
強化ｶﾞﾗｽ 厚さ4 W100×H1700,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ４㍉
強化ｶﾞﾗｽ 厚さ8 W800×H922,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ８㍉
強化ｶﾞﾗｽ t10 4.00m2以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １０㍉
強化ｶﾞﾗｽ t10 4.00m2以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １０㍉
強化ｶﾞﾗｽ t10 6.00m2以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １０㍉
強化ｶﾞﾗｽ t5 2.00m2以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ５㍉
強化ｶﾞﾗｽ t8 2.00m2以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ８㍉
強化ｶﾞﾗｽ t8 2.00m2以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ８㍉
強化ｶﾞﾗｽ t8 4.00m2以下,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ８㍉
強化ｶﾞﾗｽ t10 W1055×H3000,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １０㍉
強化ｶﾞﾗｽ t10 W1375×H3000,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １０㍉
強化ｶﾞﾗｽ t10 W1495.3×H3000,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １０㍉
強化ｶﾞﾗｽ t10 W2022×H3000,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １０㍉
強化ｶﾞﾗｽ t10 W2039.5×H3500,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) １０㍉
強化ｶﾞﾗｽ t6 W100×H1800,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ６㍉
強化ｶﾞﾗｽ t8 W1875×H3450,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ８㍉
強化ｶﾞﾗｽ t8 W1943×H3450,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ８㍉
強化ｶﾞﾗｽ t8 W1995×H3450,ﾃﾝﾊﾟﾗｲﾄ (透明ﾌﾛｰﾄ) ８㍉
型板ｶﾞﾗｽ t4 W150×H150,型板ガラス ４㍉
耐熱強化ｶﾞﾗｽ t8 2.00m2以下,ﾏｲﾎﾞｰｶ (透明ﾌﾛｰﾄ) ８㍉
倍強度ｶﾞﾗｽ 厚さ 8㎜ 特寸 6.0㎡以下,HSﾗｲﾄ (透明ﾌﾛｰﾄ) ８㍉
複層ｶﾞﾗｽ FL5+A12+FL5 2.00m2以下,ﾍﾟｱｶﾞﾗｽ FL5+A12+FL5
複層ｶﾞﾗｽ FL5+A12+FL5 2.00m2以下,ﾍﾟｱｶﾞﾗｽ FL5+A12+FL5
複層ｶﾞﾗｽ FL5+A12+FL5 4.00m2以下,ﾍﾟｱｶﾞﾗｽ FL5+A12+FL5
複層ｶﾞﾗｽ FL6+A12+FL5 4.00m2以下,ﾍﾟｱｶﾞﾗｽ FL5+A12+FL6
複層ｶﾞﾗｽ LowE10+A12+FL10 2.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E10+A12+FL10
複層ｶﾞﾗｽ LowE10+A12+FL12 4.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E10+A12+FL12
複層ｶﾞﾗｽ LowE12+A12+FL12 4.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E12+A12+FL12
複層ｶﾞﾗｽ LowE12+A12+FL15 4.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E12+A12+FL15
複層ｶﾞﾗｽ LowE4+A12+FL4 2.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E4+A12+FL4
複層ｶﾞﾗｽ LowE5+A12+FL10 2.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL10
複層ｶﾞﾗｽ LowE5+A12+FL5 2.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E5+A12+FL5
複層ｶﾞﾗｽ LowE5+A12+FL5 4.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E5+A12+FL5
複層ｶﾞﾗｽ LowE5+A12+FL6 4.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E5+A12+FL6
複層ｶﾞﾗｽ LowE6+A12+FL6 2.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL6
複層ｶﾞﾗｽ LowE6+A12+FL6 4.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL6
複層ｶﾞﾗｽ LowE6+A12+FL6 4.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL6
複層ｶﾞﾗｽ LowE6+A12+FL6 6.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL6
複層ｶﾞﾗｽ LowE6+A12+FL6 6.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL6
複層ｶﾞﾗｽ LowE6+A12+FL8 2.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A12+FL8
複層ｶﾞﾗｽ LowE6+A6+FL6 2.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A6+FL6
複層ｶﾞﾗｽ LowE6+A6+FL6 4.00m2以下,ｻﾝﾊﾞﾗﾝｽ Low-E6+A6+FL6
